da,delex_da,text,delex_text
?confirm(near='Wenceslas Square'),?confirm(near=X-near),Stále hledáte restauraci blízko Václavskému náměstí ?,Stále hledáte restauraci blízko X-near ?
?confirm(kids_allowed=yes),?confirm(kids_allowed=yes),Našla jsem nějaká místa vhodná pro děti .,Našla jsem nějaká místa vhodná pro děti .
?request(area),?request(area),V jaké lokalitě byste chtěli jíst ?,V jaké lokalitě byste chtěli jíst ?
?request(area),?request(area),Kde si přejete hledat restauraci ?,Kde si přejete hledat restauraci ?
"inform(name=BarBar,near='TV Tower')","inform(name=X-name,near=X-near)",BarBar se nachází blízko Žižkovské televizní věže .,X-name se nachází blízko X-near .
?confirm(kids_allowed=dont_care),?confirm(kids_allowed=dont_care),"Dobře , chcete ode mě najít restauraci a nezáleží vám na tom , jestli je vhodná pro děti ?","Dobře , chcete ode mě najít restauraci a nezáleží vám na tom , jestli je vhodná pro děti ?"
"inform(area=Smíchov,count=2,type=restaurant)","inform(area=X-area,count=X-count,type=restaurant)",Pro lokalitu Smíchova máme na seznamu 2 restaurace .,Pro lokalitu X-area máme na seznamu X-count restaurace .
?confirm(near='Powder Tower'),?confirm(near=X-near),"Mohu se ujistit , že skutečně hledáte restauraci blízko Prašné brány ?","Mohu se ujistit , že skutečně hledáte restauraci blízko X-near ?"
?request(area),?request(area),Máte nějakou preferovanou oblast ?,Máte nějakou preferovanou oblast ?
"inform(area='Malá Strana',food=Mexican,good_for_meal=breakfast,name='Café Kampus',price_range=cheap)","inform(area=X-area,food=X-food,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)",V restauraci Café Kampus dobře posnídáte . Nabízí levná mexická jídla v lokalitě Malé Strany .,V restauraci X-name dobře X-good_for_meal . Nabízí X-price_range X-food jídla v lokalitě X-area .
"inform(name='U Konšelů',near='Wenceslas Square')","inform(name=X-name,near=X-near)",U Konšelů se nachází poblíž Václavského náměstí .,X-name se nachází poblíž X-near .
"inform(kids_allowed=no,name='Švejk Restaurant')","inform(kids_allowed=no,name=X-name)",Restaurace Švejk není vhodná pro návštěvu s dětmi .,X-name není vhodná pro návštěvu s dětmi .
"inform(name='Café Kampus',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Restaurace Café Kampus je docela levná .,Restaurace X-name je docela X-price_range .
"inform(good_for_meal=dinner,kids_allowed=yes,name=BarBar,near='Charles Bridge')","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,near=X-near)","BarBar je blízko Karlova mostu , podává večeře a hodí se pro děti","X-name je blízko X-near , podává X-good_for_meal a hodí se pro děti"
"inform(food=German,kids_allowed=yes,name='Švejk Restaurant')","inform(food=X-food,kids_allowed=yes,name=X-name)",Německý podnik Švejk Restaurant vítá rodiny s dětmi .,X-food podnik X-name vítá rodiny s dětmi .
"inform(name=BarBar,near='TV Tower')","inform(name=X-name,near=X-near)",Poblíž televizní věže je pěkná restaurace s názvem BarBar .,Poblíž X-near je pěkná restaurace s názvem X-name .
"inform(name='Švejk Restaurant',price_range=expensive)","inform(name=X-name,price_range=X-price_range)",Švejk Restaurant je spíš drahý .,X-name je spíš X-price_range .
"inform(name='U Konšelů',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Restaurace U Konšelů má středně drahé ceny,Restaurace X-name má X-price_range ceny
"inform_only_match(food=Czech,name='U Konšelů',price_range=cheap)","inform_only_match(food=X-food,name=X-name,price_range=X-price_range)","Omlouvám se , ale kromě U Konšelů tu neexistuje žádná jiná restaurace s levným českým jídlem .","Omlouvám se , ale kromě X-name tu neexistuje žádná jiná restaurace s X-price_range X-food jídlem ."
"inform(name='Švejk Restaurant',near='Powder Tower')","inform(name=X-name,near=X-near)",Restaurace Švejk je blízko Prašné Brány .,X-name je blízko X-near .
"inform(food=Turkish,kids_allowed=no,name='Café Kampus')","inform(food=X-food,kids_allowed=no,name=X-name)",Restaurace Café Kampus se nehodí pro děti a vaří turecká jídla .,Restaurace X-name se nehodí pro děti a vaří X-food jídla .
"inform(name='Café Kampus',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Café Kampus spadá do středně drahé cenové kategorie .,X-name spadá do X-price_range cenové kategorie .
"inform(good_for_meal='lunch or dinner',name='Švejk Restaurant')","inform(good_for_meal=X-good_for_meal,name=X-name)",Restaurace Švejk se hodí na oběd či večeři .,X-name se hodí na X-good_for_meal .
"inform(good_for_meal=dinner,name='U Konšelů')","inform(good_for_meal=X-good_for_meal,name=X-name)","U Konšelů je dobrá restaurace , kde příjemně povečeříte .","X-name je dobrá restaurace , kde příjemně X-good_for_meal ."
"inform(name='Café Kampus',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Café Kampus je v mírné cenové skupině .,X-name je v X-price_range cenové skupině .
"inform(name='Café Kampus',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Café Kampus je krásná restaurace v normální cenové kategorii .,X-name je krásná restaurace v X-price_range cenové kategorii .
"inform(name=Místo,near='Powder Tower')","inform(name=X-name,near=X-near)",Místo je blízko Prašné brány,X-name je blízko X-near
"inform(address='Žatecká 32',area=Nusle,name='Green Spirit',phone=237031016)","inform(address=X-address,area=X-area,name=X-name,phone=X-phone)","Restaurace Green Spirit je v Nuslích , adresa je Žatecká 32 , telefonní číslo je 237031016","Restaurace X-name je v X-area , adresa je X-address , telefonní číslo je X-phone"
"inform(area='Žižkov or Vinohrady',count=13,type=restaurant)","inform(area=X-area,count=X-count,type=restaurant)",V nabídce je 13 restaurací v Žižkově nebo Vinohradech .,V nabídce je X-count restaurací v X-area .
"inform(name='Café Kampus',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Café Kampus je levná restaurace ve vaší oblasti .,X-name je X-price_range restaurace ve vaší oblasti .
?select(kids_allowed='no or yes'),?select(kids_allowed='no or yes'),"Chcete podnik , kam mohou děti ?","Chcete podnik , kam mohou děti ?"
"inform(area=Vinohrady,kids_allowed,name='U Konšelů',price_range=cheap)","inform(area=X-area,kids_allowed,name=X-name,price_range=X-price_range)","Moje doporučení zní U Konšelů . Patří do levné cenové kategorie , děti jsou vítány a nachází se na Vinohradech .","Moje doporučení zní X-name . Patří do X-price_range cenové kategorie , děti jsou vítány a nachází se na X-area ."
"inform(good_for_meal=lunch,name='Green Spirit')","inform(good_for_meal=X-good_for_meal,name=X-name)","Vím , že Green Spirit se hodí na oběd .","Vím , že X-name se hodí na X-good_for_meal ."
"inform(name='Kočár z Vídně',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Kočár z Vídně vychází cenově celkem levně .,X-name vychází cenově celkem X-price_range .
"inform(kids_allowed=no,name='Pivo & Basilico')","inform(kids_allowed=no,name=X-name)",Pivo & Basilico nepočítá s dětmi .,X-name nepočítá s dětmi .
"inform(name=Místo,near='Powder Tower')","inform(name=X-name,near=X-near)",Místo se nachází v blízkosti Prašné Brány .,X-name se nachází v blízkosti X-near .
"inform(food=Italian,kids_allowed=no,name='U Konšelů')","inform(food=X-food,kids_allowed=no,name=X-name)","U Konšelů je italská restaurace , kam není dovolen vstup s dětmi .","X-name je X-food restaurace , kam není dovolen vstup s dětmi ."
"inform(area=Smíchov,name=Ferdinanda,price_range=expensive)","inform(area=X-area,name=X-name,price_range=X-price_range)",Ferdinanda je luxusní restaurace nacházející se na Smíchově .,X-name je X-price_range restaurace nacházející se na X-area .
"inform(good_for_meal=brunch,name='Baráčnická rychta')","inform(good_for_meal=X-good_for_meal,name=X-name)",V Baráčnické rychtě si můžete dát velmi dobrý brunch .,V X-name si můžete dát velmi dobrý X-good_for_meal .
?request(area),?request(area),V jaké oblasti si chcete dát večeři ?,V jaké oblasti si chcete dát večeři ?
"inform(name='Café Kampus',near='Charles Bridge')","inform(name=X-name,near=X-near)",Café Kampus se nachází blízko Karlova mostu .,X-name se nachází blízko X-near .
"inform(kids_allowed=yes,name=Ferdinanda,near='Powder Tower',price_range=moderate)","inform(kids_allowed=yes,name=X-name,near=X-near,price_range=X-price_range)","Ferdinanda je blízko Prašné brány , má běžné ceny a je vhodná pro děti .","X-name je blízko X-near , má X-price_range ceny a je vhodná pro děti ."
"inform(address='Žatecká 28',area=Žižkov,name=Místo,phone=222236131)","inform(address=X-address,area=X-area,name=X-name,phone=X-phone)",Místo leží na Žižkově . Adresa je Žatecká 28 a telefonní číslo 222236131 .,X-name leží na X-area . Adresa je X-address a telefonní číslo X-phone .
"inform(food=Turkish,kids_allowed=yes,name='U Tučňáků')","inform(food=X-food,kids_allowed=yes,name=X-name)",Restaurace U Tučňáků vaří tureckou kuchyni a můžete sem zavítat s dětmi .,Restaurace X-name vaří X-food kuchyni a můžete sem zavítat s dětmi .
"inform(kids_allowed=no,name='Café Savoy')","inform(kids_allowed=no,name=X-name)",V Café Savoy nejsou děti vítány .,V X-name nejsou děti vítány .
?request(area),?request(area),V jaké oblasti restauraci hledáte ?,V jaké oblasti restauraci hledáte ?
"inform(area='Malá Strana',name=Ferdinanda,price_range=expensive)","inform(area=X-area,name=X-name,price_range=X-price_range)",Ferdinanda je drahá restaurace nacházející se v lokalitě Malé Strany .,X-name je X-price_range restaurace nacházející se v lokalitě X-area .
"inform(address='Malostranské náměstí 46',area=Hradčany,name='Café Kampus',phone=281070901)","inform(address=X-address,area=X-area,name=X-name,phone=X-phone)","Café Kampus je na Hradčanech na adrese Malostranské náměstí 46 , volat můžete na číslo 281070901 .","X-name je na X-area na adrese X-address , volat můžete na číslo X-phone ."
"inform(name=Místo,price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Místo je středně drahé .,X-name je X-price_range .
"inform(name='Baráčnická rychta',near=Stromovka)","inform(name=X-name,near=X-near)",Baráčnická rychta poblíž Stromovky by měla být otevřená .,X-name poblíž X-near by měla být otevřená .
"inform(kids_allowed=no,name='Švejk Restaurant')","inform(kids_allowed=no,name=X-name)",Do Švejk Restaurantu nemohou děti .,Do X-name nemohou děti .
?request(area),?request(area),V jaké lokalitě byste chtěli jíst ?,V jaké lokalitě byste chtěli jíst ?
"inform(name=Místo,price_range=moderate)","inform(name=X-name,price_range=X-price_range)",V restauraci Místo mají středně drahé ceny .,V restauraci X-name mají X-price_range ceny .
"inform(good_for_meal=brunch,name='Pivo & Basilico')","inform(good_for_meal=X-good_for_meal,name=X-name)",Pivo & Basilico je stejně dobré na brunch .,X-name je stejně dobré na X-good_for_meal .
"inform_no_match(food=Indian,good_for_meal=breakfast)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)","Nenašla jsem žádnou indickou restauraci , kde vaří snídaně .","Nenašla jsem žádnou X-food restauraci , kde vaří X-good_for_meal ."
"inform(name='Café Kampus',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Café Kampus je podnik nižší cenové skupiny .,X-name je podnik X-price_range cenové skupiny .
"inform(name='U Konšelů',price_range=cheap)","inform(name=X-name,price_range=X-price_range)","Našla jsem restauraci U Konšelů , která vaří levně .","Našla jsem restauraci X-name , která vaří X-price_range ."
"inform(name='U Tučňáků',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Restaurace U Tučňáků spadá do levné cenové skupiny .,Restaurace X-name spadá do X-price_range cenové skupiny .
"inform(count=218,food=dont_care,type=restaurant)","inform(count=X-count,food=dont_care,type=restaurant)","Mám tu 218 restaurací na výběr , tedy pokud vám nezáleží na typu jídla .","Mám tu X-count restaurací na výběr , tedy pokud vám nezáleží na typu jídla ."
"inform(name='Kočár z Vídně',price_range=expensive)","inform(name=X-name,price_range=X-price_range)",Restaurace Kočár z Vídně je v této oblasti a je drahá .,Restaurace X-name je v této oblasti a je X-price_range .
"inform(name=Ferdinanda,price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Restaurace Ferdinanda je levná .,Restaurace X-name je X-price_range .
"inform_no_match(area=Dejvice,kids_allowed=yes,price_range=expensive)","inform_no_match(area=X-area,kids_allowed=yes,price_range=X-price_range)","V blízkosti Dejvic jsem nenašla žádné drahé restaurace , které by byly vhodné pro děti .","V blízkosti X-area jsem nenašla žádné X-price_range restaurace , které by byly vhodné pro děti ."
"inform(food=Chinese,kids_allowed=yes,name='Café Savoy')","inform(food=X-food,kids_allowed=yes,name=X-name)","Café Savoy je hezká restaurace s čínským jídlem , která je přístupná dětem .","X-name je hezká restaurace s X-food jídlem , která je přístupná dětem ."
"inform(name='Kočár z Vídně',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Kočár z Vídně je normální restaurace .,X-name je X-price_range restaurace .
"inform_no_match(food=Italian,good_for_meal=lunch)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)","Není tu žádná restaurace , ve které by se dalo dobře naobědvat a zároveň by nabízela italská jídla .","Není tu žádná restaurace , ve které by se dalo dobře X-good_for_meal a zároveň by nabízela X-food jídla ."
?request(area),?request(area),Jaká oblast Vás zajímá ?,Jaká oblast Vás zajímá ?
"inform(good_for_meal=dinner,name=Místo)","inform(good_for_meal=X-good_for_meal,name=X-name)",Místo je dobré místo na večeři .,X-name je dobré X-name na X-good_for_meal .
"inform_only_match(food=Asian,kids_allowed=yes,name='Pivo & Basilico')","inform_only_match(food=X-food,kids_allowed=yes,name=X-name)","Není zde žádné jiné místo , které by nabízelo asijské jídlo a bylo vhodné pro děti , než Pivo & Basilico .","Není zde žádné jiné místo , které by nabízelo X-food jídlo a bylo vhodné pro děti , než X-name ."
"inform(name='Baráčnická rychta',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Baráčnická rychta je levná restaurace .,X-name je X-price_range restaurace .
?request(area),?request(area),Kterou čtvrť byste si přáli ?,Kterou čtvrť byste si přáli ?
"inform(name='Baráčnická rychta',price_range=cheap)","inform(name=X-name,price_range=X-price_range)","Našla jsem levnou restauraci , jmenuje se Baráčnická rychta .","Našla jsem X-price_range restauraci , jmenuje se X-name ."
?request(area),?request(area),Měli byste zájem o jinou oblast ?,Měli byste zájem o jinou oblast ?
"inform(name='Kočár z Vídně',price_range=expensive)","inform(name=X-name,price_range=X-price_range)",Restaurace Kočár z Vídně je v této oblasti a je luxusní .,Restaurace X-name je v této oblasti a je X-price_range .
"inform(food=German,kids_allowed=no,name='Pivo & Basilico')","inform(food=X-food,kids_allowed=no,name=X-name)","Je zde příjemná restaurace jménem Pivo & Basilico , kde podávají německá jídla a kde není povolen vstup s dětmi .","Je zde příjemná restaurace jménem X-name , kde podávají X-food jídla a kde není povolen vstup s dětmi ."
"inform(name='U Konšelů',near='Old Town Square')","inform(name=X-name,near=X-near)",U Konšelů je krásná restaurace nedaleko od Staroměstského náměstí .,X-name je krásná restaurace nedaleko od X-near .
?confirm(kids_allowed=dont_care),?confirm(kids_allowed=dont_care),"Mohu se ujistit , že vám nezáleží na tom , jestli je restaurace vhodná pro děti ?","Mohu se ujistit , že vám nezáleží na tom , jestli je restaurace vhodná pro děti ?"
?confirm(kids_allowed=dont_care),?confirm(kids_allowed=dont_care),"Opravdu vám nezáleží na tom , zda je místo vhodné pro děti ?","Opravdu vám nezáleží na tom , zda je místo vhodné pro děti ?"
"inform(good_for_meal='lunch or dinner',name='Café Kampus')","inform(good_for_meal=X-good_for_meal,name=X-name)",V Café Kampus si můžete dát dobrý oběd či večeři .,V X-name si můžete dát dobrý X-good_for_meal .
"inform(good_for_meal=breakfast,name=Ferdinanda)","inform(good_for_meal=X-good_for_meal,name=X-name)",Ferdinanda se hodí na snídaně .,X-name se hodí na X-good_for_meal .
?confirm(near=Stromovka),?confirm(near=X-near),"Mohu se ujistit , že hledáte restauraci poblíž Stromovky ?","Mohu se ujistit , že hledáte restauraci poblíž X-near ?"
"inform(good_for_meal=brunch,name='Green Spirit')","inform(good_for_meal=X-good_for_meal,name=X-name)",Našla jsem Green Spirit . Je to skvělé místo na brunch .,Našla jsem X-name . Je to skvělé místo na X-good_for_meal .
"inform(name=Ferdinanda,price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Doporučila bych restauraci Ferdinanda . Jídlo je tam levné .,Doporučila bych restauraci X-name . Jídlo je tam X-price_range .
"inform(food=vegetarian,kids_allowed=yes,name='Baráčnická rychta')","inform(food=X-food,kids_allowed=yes,name=X-name)","Baráčnická rychta je dobrá restaurace , kde podávají vegetariánská jídla a kde je povolen vstup s dětmi .","X-name je dobrá restaurace , kde podávají X-food jídla a kde je povolen vstup s dětmi ."
"inform(good_for_meal=lunch,name='Café Kampus')","inform(good_for_meal=X-good_for_meal,name=X-name)",Café Kampus je skvělé na oběd .,X-name je skvělé na X-good_for_meal .
"inform(food=Asian,kids_allowed=no,name=Ferdinanda)","inform(food=X-food,kids_allowed=no,name=X-name)","Ferdinanda je příjemná restaurace , která nabízí asijská jídla a není vhodná pro děti .","X-name je příjemná restaurace , která nabízí X-food jídla a není vhodná pro děti ."
"inform(kids_allowed=yes,name=Místo,near='Prague Castle',price_range=moderate)","inform(kids_allowed=yes,name=X-name,near=X-near,price_range=X-price_range)",Místo je středně drahý podnik poblíž Pražského hradu .,X-name je X-price_range podnik poblíž X-near .
"inform_only_match(food=vegetarian,good_for_meal=lunch,kids_allowed=no,name='U Konšelů')","inform_only_match(food=X-food,good_for_meal=X-good_for_meal,kids_allowed=no,name=X-name)","Jediné místo dobré na vegetariánský oběd , kde není povolen vstup s dětmi , je U Konšelů .","Jediné místo dobré na X-food X-good_for_meal , kde není povolen vstup s dětmi , je X-name ."
?select(price_range='cheap or expensive'),?select(price_range=X-price_range),Přejete si hledat levnější nebo dražší restaurace ?,Přejete si hledat X-price_range restaurace ?
"inform(name='Green Spirit',price_range=expensive)","inform(name=X-name,price_range=X-price_range)",Green Spirit spadá do drahé cenové kategorie .,X-name spadá do X-price_range cenové kategorie .
?confirm(kids_allowed=yes),?confirm(kids_allowed=yes),"Prosím potvrďte , pokud si přejete restauraci s atmosférou vhodnou pro děti .","Prosím potvrďte , pokud si přejete restauraci s atmosférou vhodnou pro děti ."
"inform(food=French,good_for_meal=breakfast,name='Café Kampus',price_range=cheap)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)",Café Kampus podává francouzské jídlo . Je levná a dobře zde posnídáte .,X-name podává X-food jídlo . Je X-price_range a dobře zde X-good_for_meal .
?request(area),?request(area),V jaké oblasti mám restauraci hledat ?,V jaké oblasti mám restauraci hledat ?
?request(area),?request(area),V jaké oblasti hledáte restauraci ?,V jaké oblasti hledáte restauraci ?
"inform_no_match(food=Czech,good_for_meal=lunch)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)",Bohužel neznám žádnou českou restauraci vhodnou na oběd,Bohužel neznám žádnou X-food restauraci vhodnou na X-good_for_meal
"inform(good_for_meal=dinner,name='U Tučňáků')","inform(good_for_meal=X-good_for_meal,name=X-name)",Restauraci U Tučňáků si zvolte zejména pro večeři .,Restauraci X-name si zvolte zejména pro X-good_for_meal .
"inform(name='U Tučňáků',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",U Tučňáků mají střední ceny .,X-name mají X-price_range ceny .
"inform(area=Nusle,count=3,type=restaurant)","inform(area=X-area,count=X-count,type=restaurant)",V lokalitě Nusle se nacházejí 3 restaurace .,V lokalitě X-area se nacházejí X-count restaurace .
"inform_only_match(food=Chinese,name='Café Kampus',near='Charles Bridge',price_range=expensive)","inform_only_match(food=X-food,name=X-name,near=X-near,price_range=X-price_range)","Omlouvám se , Café Kampus je jediná drahá restaurace podávající čínskou kuchyni , která se nachází poblíž Karlova mostu .","Omlouvám se , X-name je jediná X-price_range restaurace podávající X-food kuchyni , která se nachází poblíž X-near ."
"inform(name='Baráčnická rychta',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Baráčnická rychta je v prostřední cenové kategorii .,X-name je v X-price_range cenové kategorii .
"inform(kids_allowed=no,name='Švejk Restaurant')","inform(kids_allowed=no,name=X-name)",Do restaurace Švejk nemohou děti .,Do X-name nemohou děti .
"inform(kids_allowed=no,name=BarBar)","inform(kids_allowed=no,name=X-name)",Restaurace BarBar není vhodná pro návštěvu s dětmi .,Restaurace X-name není vhodná pro návštěvu s dětmi .
"inform_only_match(food=Indian,good_for_meal=dinner,kids_allowed=no,name='U Konšelů')","inform_only_match(food=X-food,good_for_meal=X-good_for_meal,kids_allowed=no,name=X-name)","Omlouvám se , ale není zde jiná restaurace než U Konšelů , která nabízí indická jídla k večeři a není vhodná pro děti .","Omlouvám se , ale není zde jiná restaurace než X-name , která nabízí X-food jídla k X-good_for_meal a není vhodná pro děti ."
"inform(good_for_meal='lunch or dinner',name='Baráčnická rychta')","inform(good_for_meal=X-good_for_meal,name=X-name)",V Baráčnické rychtě podávají výborné obědy a večeře .,V X-name podávají výborné X-good_for_meal .
"inform(address='Žatecká 33',area='Staré Město',name=Ferdinanda,phone=247597309)","inform(address=X-address,area=X-area,name=X-name,phone=X-phone)",Ferdinanda se nachází na Starém Městě na adrese Žatecká 33 . Telefonní číslo je 247597309,X-name se nachází na X-area na adrese X-address . Telefonní číslo je X-phone
"inform(count=2,food=Chinese,kids_allowed=no,price_range=moderate,type=restaurant)","inform(count=X-count,food=X-food,kids_allowed=no,price_range=X-price_range,type=restaurant)","Našla jsem 2 čínské restaurace se středními cenami , které jsou vhodné pro děti .","Našla jsem X-count X-food restaurace se X-price_range cenami , které jsou vhodné pro děti ."
"inform(name='Baráčnická rychta',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Ceny v restauraci Baráčnická rychta jsou nízké .,Ceny v restauraci X-name jsou X-price_range .
"inform(address='Tržiště 45',area=Žižkov,name='U Tučňáků',phone=293808716)","inform(address=X-address,area=X-area,name=X-name,phone=X-phone)","Restaurace U Tučňáků je na Žižkově , v ulici Tržiště 45 . Telefonní číslo je 293808716 .","Restaurace X-name je na X-area , v ulici X-address . Telefonní číslo je X-phone ."
"inform_no_match(food=Italian,good_for_meal=brunch)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)",K brunchi se nehodí žádná restaurace s italskou kuchyní .,K X-good_for_meal se nehodí žádná restaurace s X-food kuchyní .
"inform(good_for_meal=brunch,name='Baráčnická rychta')","inform(good_for_meal=X-good_for_meal,name=X-name)",Baráčnická rychta je skvělá na brunche .,X-name je skvělá na X-good_for_meal .
?request(area),?request(area),Kterou část města chcete ?,Kterou část města chcete ?
"inform(name='U Tučňáků',near='TV Tower')","inform(name=X-name,near=X-near)",Podnik jménem U Tučňáků najdete poblíž Žižkovské televizní věže .,Podnik jménem X-name najdete poblíž X-near .
"inform(area=Smíchov,name='U Tučňáků',price_range=moderate)","inform(area=X-area,name=X-name,price_range=X-price_range)",U Tučňáků je útulná restaurace v oblasti Smíchova s běžnými cenami,X-name je útulná restaurace v oblasti X-area s X-price_range cenami
"inform(good_for_meal='lunch or dinner',name='Café Savoy')","inform(good_for_meal=X-good_for_meal,name=X-name)",Kavárna Savoy se hodí na oběd či večeři .,X-name se hodí na X-good_for_meal .
"inform(name='Švejk Restaurant',near='TV Tower')","inform(name=X-name,near=X-near)",Švejk Restaurant najdete poblíž televizního vysílače .,X-name najdete poblíž X-near .
"inform(area='Staré Město',name='Pivo & Basilico',price_range=moderate)","inform(area=X-area,name=X-name,price_range=X-price_range)",Pivo & Basilico je hezká restaurace na Starém Městě s běžnými cenami .,X-name je hezká restaurace na X-area s X-price_range cenami .
"inform(food=Czech,kids_allowed=yes,name='Café Kampus')","inform(food=X-food,kids_allowed=yes,name=X-name)",Café Kampus je vhodné pro děti a nabízí česká jídla .,X-name je vhodné pro děti a nabízí X-food jídla .
"inform(food=American,kids_allowed=yes,name=BarBar)","inform(food=X-food,kids_allowed=yes,name=X-name)",BarBar podává americké jídlo a je vhodná pro děti .,X-name podává X-food jídlo a je vhodná pro děti .
"inform(name='Pivo & Basilico',price_range=moderate)","inform(name=X-name,price_range=X-price_range)","Pivo & Basilico je restaurace , kde mají jídlo za středně drahé ceny .","X-name je restaurace , kde mají jídlo za X-price_range ceny ."
"inform_no_match(food=Czech,good_for_meal=lunch)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)","Nejsou zde žádné restaurace servírující česká jídla , které by byly dobré na oběd .","Nejsou zde žádné restaurace servírující X-food jídla , které by byly dobré na X-good_for_meal ."
?select(kids_allowed='no or yes'),?select(kids_allowed='no or yes'),"Promiňte , přejete si restauraci , kam děti mohou , nebo nemohou ?","Promiňte , přejete si restauraci , kam děti mohou , nebo nemohou ?"
"inform(name='U Tučňáků',price_range=expensive)","inform(name=X-name,price_range=X-price_range)",U Tučňáků mají drahé ceny .,X-name mají X-price_range ceny .
"inform(name='Baráčnická rychta',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Baráčnická rychta je levná .,X-name je X-price_range .
"inform(food=German,good_for_meal=lunch,name=Ferdinanda,price_range=moderate)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)",Ferdinanda je cenově dostupná německá restaurace s chutnými poledními jídly .,X-name je X-price_range X-food restaurace s chutnými X-good_for_meal jídly .
"inform(kids_allowed=no,name=Ferdinanda)","inform(kids_allowed=no,name=X-name)","Ne , restaurace Ferdinanda není vhodná pro návštěvu s dětmi .","Ne , restaurace X-name není vhodná pro návštěvu s dětmi ."
"inform(area=Nusle,good_for_meal=dinner,name='U Tučňáků',price_range=moderate)","inform(area=X-area,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)","Restaurace U Tučňáků se nachází v Nuslích , ceny jsou normální a místo je dobré pro večeře .","Restaurace X-name se nachází v X-area , ceny jsou X-price_range a místo je dobré pro X-good_for_meal ."
?request(area),?request(area),Mohu se vás zeptat na oblast ?,Mohu se vás zeptat na oblast ?
"inform(kids_allowed=no,name=Ferdinanda)","inform(kids_allowed=no,name=X-name)",Mám tu příjemnou restauraci Ferdinanda a děti jsou zde vítány .,Mám tu příjemnou restauraci X-name a děti jsou zde vítány .
"inform(good_for_meal=dinner,name='Baráčnická rychta',phone=264924664)","inform(good_for_meal=X-good_for_meal,name=X-name,phone=X-phone)",Baráčnická rychta je dobré místo na večeři . Má telefonní číslo 264924664 .,X-name je dobré místo na X-good_for_meal . Má telefonní číslo X-phone .
"inform(name='Café Kampus',near='Charles Bridge')","inform(name=X-name,near=X-near)",Restaurace Café Kampus se nachází blízko Karlova mostu .,Restaurace X-name se nachází blízko X-near .
"inform(good_for_meal=breakfast,name='Švejk Restaurant')","inform(good_for_meal=X-good_for_meal,name=X-name)",Restaurace Švejk je restaurace vhodná na snídaně,X-name je restaurace vhodná na X-good_for_meal
"inform(name='Café Kampus',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Café Kampus je v normální cenové kategorii .,X-name je v X-price_range cenové kategorii .
"inform(name='Café Kampus',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",V Café Kampus mají běžné ceny .,V X-name mají X-price_range ceny .
"inform(name=Místo,price_range=expensive)","inform(name=X-name,price_range=X-price_range)",Restaurace Místo se řadí do drahé cenové skupiny .,Restaurace X-name se řadí do X-price_range cenové skupiny .
"inform(good_for_meal='lunch or dinner',name=Ananta)","inform(good_for_meal=X-good_for_meal,name=X-name)",V Anantě se dá dobře poobědvat nebo povečeřet .,V X-name se dá dobře X-good_for_meal .
"inform(name=Ferdinanda,near='Powder Tower')","inform(name=X-name,near=X-near)",Ferdinanda sídlí v blízkosti Prašné brány .,X-name sídlí v blízkosti X-near .
"inform(name='Švejk Restaurant',near='TV Tower')","inform(name=X-name,near=X-near)",Restaurace Švejk se nachází blízko Žižkovské televizní věže .,X-name se nachází blízko X-near .
?request(area),?request(area),V jaké lokalitě hledáte restaurace ?,V jaké lokalitě hledáte restaurace ?
"inform(good_for_meal=lunch,name='Baráčnická rychta')","inform(good_for_meal=X-good_for_meal,name=X-name)",Baráčnická rychta se hodí na oběd .,X-name se hodí na X-good_for_meal .
"inform(name='Kočár z Vídně',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Kočár z Vídně je levný .,X-name je X-price_range .
