da,delex_da,text,delex_text
"inform(name='Café Kampus',price='150 Kč')","inform(name=X-name,price=X-price)",Ceny v Café Kampus se pohybují kolem 150 Kč .,Ceny v X-name se pohybují kolem X-price .
?request(price_range),?request(price_range),Máte zájem o nějakou další cenovou skupinu ?,Máte zájem o nějakou další cenovou skupinu ?
"inform(count=89,good_for_meal=dinner,kids_allowed=yes,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,kids_allowed=yes,type=restaurant)","Je zde 89 restaurací , kam můžete zajít na večeři i s dětmi .","Je zde X-count restaurací , kam můžete zajít na X-good_for_meal i s dětmi ."
"inform(name=Ferdinanda,type=restaurant)","inform(name=X-name,type=restaurant)",Ferdinanda je název restaurace,X-name je název restaurace
?request(price_range),?request(price_range),Jaká cenová kategorie by vám vyhovovala ?,Jaká cenová kategorie by vám vyhovovala ?
goodbye(),goodbye(),Děkuji .,Děkuji .
goodbye(),goodbye(),Děkuji . Na shledanou .,Děkuji . Na shledanou .
"inform(name=Ananta,phone=257976325,price='between 300 and 580 Kč')","inform(name=X-name,phone=X-phone,price=X-price)",Ceny v restauraci Ananta se pohybují mezi 300 a 580 Kč a jejich telefonní číslo je 257976325 .,Ceny v restauraci X-name se pohybují X-price a jejich telefonní číslo je X-phone .
goodbye(),goodbye(),Tak na slyšenou !,Tak na slyšenou !
"inform(area='Staré Město',name='Pivo & Basilico')","inform(area=X-area,name=X-name)",Restaurace Pivo & Basilico je na Starém Městě .,Restaurace X-name je na X-area .
"inform(area=Smíchov,kids_allowed=no,name=Ananta)","inform(area=X-area,kids_allowed=no,name=X-name)",Ananta na Smíchově není přístupná dětem .,X-name na X-area není přístupná dětem .
"inform(area='Staré Město',name='Baráčnická rychta')","inform(area=X-area,name=X-name)",Baráčnickou rychtu byste našli na Starém Městě .,X-name byste našli na X-area .
goodbye(),goodbye(),Děkuji za zavolání .,Děkuji za zavolání .
goodbye(),goodbye(),Mějte se .,Mějte se .
goodbye(),goodbye(),"Nemáte zač , na shledanou .","Nemáte zač , na shledanou ."
goodbye(),goodbye(),Nashle .,Nashle .
"inform(area=Nusle,kids_allowed=yes,name=Místo)","inform(area=X-area,kids_allowed=yes,name=X-name)",Restaurace Místo se nachází blízko Nuslí a je vhodná pro děti .,Restaurace X-name se nachází blízko X-area a je vhodná pro děti .
"inform(address='Kaprova 17',area=Dejvice,name='Café Savoy')","inform(address=X-address,area=X-area,name=X-name)",Kavárna Savoy sídlí v Dejvicích a přesná adresa je Kaprova 17 .,X-name sídlí v X-area a přesná adresa je X-address .
"inform(count=4,good_for_meal=dont_care,kids_allowed=yes,price_range=expensive,type=restaurant)","inform(count=X-count,good_for_meal=dont_care,kids_allowed=yes,price_range=X-price_range,type=restaurant)","Měla bych tu 4 drahé restaurace , všechny vhodné pro děti , pokud vám nezáleží na druhu kuchyně .","Měla bych tu X-count X-price_range restaurace , všechny vhodné pro děti , pokud vám nezáleží na druhu kuchyně ."
"inform(food=vegetarian,name='Café Kampus')","inform(food=X-food,name=X-name)",Restaurace Café Kampus připravuje vegetariánská jídla .,Restaurace X-name připravuje X-food jídla .
"inform(area=Nusle,good_for_meal=dinner,name='U Tučňáků')","inform(area=X-area,good_for_meal=X-good_for_meal,name=X-name)",U Tučňáků je v Nuslích a je to dobré místo na večeři .,X-name je v X-area a je to dobré místo na X-good_for_meal .
goodbye(),goodbye(),"Děkuji Vám , na shledanou","Děkuji Vám , na shledanou"
goodbye(),goodbye(),Na shledanou a hezký den .,Na shledanou a hezký den .
"inform(food=American,name='Café Savoy')","inform(food=X-food,name=X-name)",Je zde americká restaurace s názvem Café Savoy .,Je zde X-food restaurace s názvem X-name .
goodbye(),goodbye(),Děkuji a na shledanou .,Děkuji a na shledanou .
"inform(address='Tržiště 1',name='Švejk Restaurant')","inform(address=X-address,name=X-name)",Adresa restaurace Švejk zní Tržiště 1 .,Adresa X-name zní X-address .
?request(good_for_meal),?request(good_for_meal),"Chcete snídaně , pozdní snídaně , obědy nebo večeře ?","Chcete snídaně , pozdní snídaně , obědy nebo večeře ?"
?request(good_for_meal),?request(good_for_meal),"Chcete , aby tam podávali snídaně , pozdní snídaně , obědy nebo večeře ?","Chcete , aby tam podávali snídaně , pozdní snídaně , obědy nebo večeře ?"
?reqmore(),?reqmore(),S čím Vám ještě můžu pomoci ?,S čím Vám ještě můžu pomoci ?
?reqmore(),?reqmore(),Jak vám mohu pomoci ?,Jak vám mohu pomoci ?
"inform(kids_allowed=no,name=Ferdinanda,price_range=cheap)","inform(kids_allowed=no,name=X-name,price_range=X-price_range)","Ferdinanda je krásná restaurace v mírné cenové relaci , která není vhodná pro děti .","X-name je krásná restaurace v X-price_range cenové relaci , která není vhodná pro děti ."
"inform(name=BarBar,type=restaurant)","inform(name=X-name,type=restaurant)",Našla jsem restauraci BarBar .,Našla jsem restauraci X-name .
"inform(good_for_meal=dinner,name='Café Kampus',near='Powder Tower')","inform(good_for_meal=X-good_for_meal,name=X-name,near=X-near)","Poblíž Prašné brány je dobrá restaurace jménem Café Kampus , která je vhodná na večeři .","Poblíž X-near je dobrá restaurace jménem X-name , která je vhodná na X-good_for_meal ."
goodbye(),goodbye(),Na shledanou !,Na shledanou !
goodbye(),goodbye(),"Na shledanou , přeji Vám krásný den .","Na shledanou , přeji Vám krásný den ."
goodbye(),goodbye(),Mějte se !,Mějte se !
"inform(food=vegetarian,name='U Konšelů',near='Prague Castle')","inform(food=X-food,name=X-name,near=X-near)","Našla jsem restauraci U Konšelů poblíž Pražského hradu , kde podávají vegetariánská jídla .","Našla jsem restauraci X-name poblíž X-near , kde podávají X-food jídla ."
goodbye(),goodbye(),Na shledanou,Na shledanou
"inform(area=Karlín,name='Green Spirit')","inform(area=X-area,name=X-name)",Restaurace Green Spirit je v Karlíně .,Restaurace X-name je v X-area .
"inform(address='Malostranské náměstí 18',name='Kočár z Vídně')","inform(address=X-address,name=X-name)",Kočár z Vídně je na Malostranském náměstí 18 .,X-name je na X-address .
goodbye(),goodbye(),Přeji příjemný den,Přeji příjemný den
goodbye(),goodbye(),Děkuji za zavolání .,Děkuji za zavolání .
?request(price_range),?request(price_range),Jakou cenovou kategorii máte na mysli ?,Jakou cenovou kategorii máte na mysli ?
"inform(count=3,near='Prague Castle',type=restaurant)","inform(count=X-count,near=X-near,type=restaurant)",V nabídce jsou 3 podniky blízko Pražského hradu .,V nabídce jsou X-count podniky blízko X-near .
goodbye(),goodbye(),"Mockrát vám děkuji , na shledanou .","Mockrát vám děkuji , na shledanou ."
"inform(name='Švejk Restaurant',type=restaurant)","inform(name=X-name,type=restaurant)",Jméno restaurace je Restaurace Švejk,Jméno restaurace je X-name
?request(price_range),?request(price_range),V jaké cenové skupině hledáte ?,V jaké cenové skupině hledáte ?
"inform(food=Indian,name='Švejk Restaurant',near='TV Tower',price_range=moderate)","inform(food=X-food,name=X-name,near=X-near,price_range=X-price_range)",Restaurace Švejk nabízí indická jídla za normální ceny a nachází se poblíž televizní věže .,X-name nabízí X-food jídla za X-price_range ceny a nachází se poblíž X-near .
?request(price_range),?request(price_range),Jakou cenovou kategorii upřednostňujete ?,Jakou cenovou kategorii upřednostňujete ?
"inform(address='Náprstkova 14',name='Pivo & Basilico',near='Prague Castle')","inform(address=X-address,name=X-name,near=X-near)",Pivo & Basilico sídlí blízko Pražského hradu . Adresa je Náprstkova 14,X-name sídlí blízko X-near . Adresa je X-address
goodbye(),goodbye(),Na shledanou a hezký den .,Na shledanou a hezký den .
"inform(address='Tržiště 38',name='Café Savoy')","inform(address=X-address,name=X-name)",Kavárna Savoy se nachází v ulici Tržiště 38 .,X-name se nachází v ulici X-address .
goodbye(),goodbye(),"Na shledanou , přeji krásný den .","Na shledanou , přeji krásný den ."
goodbye(),goodbye(),Děkuji a přeji krásný den .,Děkuji a přeji krásný den .
"inform(name='Švejk Restaurant',type=restaurant)","inform(name=X-name,type=restaurant)",Mám tady hezkou restauraci Švejk .,Mám tady hezkou X-name .
inform_no_match(area=Hradčany),inform_no_match(area=X-area),"Nevím o žádné restauraci na Hradčanech , která by servírovala francouzskou kuchyni .","Nevím o žádné restauraci na X-area , která by servírovala francouzskou kuchyni ."
"inform(address='Štefánikova 49',name='Švejk Restaurant')","inform(address=X-address,name=X-name)",Švejk Restaurant má adresu Štefánikova 49 .,X-name má adresu X-address .
"inform(name='Café Savoy',type=restaurant)","inform(name=X-name,type=restaurant)",Název tohoto podniku je Café Savoy a je to příjemná restaurace,Název tohoto podniku je X-name a je to příjemná restaurace
goodbye(),goodbye(),Děkuji . Na shledanou .,Děkuji . Na shledanou .
"inform(address='Národní 30',name=Ananta,phone=243241248)","inform(address=X-address,name=X-name,phone=X-phone)","Adresa do Ananty je Národní 30 , telefonní číslo mají 243241248 .","Adresa do X-name je X-address , telefonní číslo mají X-phone ."
"inform(address='Malostranské náměstí 30',name='U Tučňáků')","inform(address=X-address,name=X-name)",Adresa podniku U Tučňáků je Malostranské náměstí 30 .,Adresa podniku X-name je X-address .
"inform(name=Místo,type=restaurant)","inform(name=X-name,type=restaurant)",Místo je výtečná restaurace .,X-name je výtečná restaurace .
goodbye(),goodbye(),Děkuji . Na shledanou .,Děkuji . Na shledanou .
"inform(good_for_meal=lunch,kids_allowed=yes,name=BarBar,price_range=moderate)","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,price_range=X-price_range)","BarBar je krásná restaurace vhodná pro děti , dobrá pro obědy a ceny jsou normální .","X-name je krásná restaurace vhodná pro děti , dobrá pro X-good_for_meal a ceny jsou X-price_range ."
?reqmore(),?reqmore(),Mohu pro vás ještě něco udělat ?,Mohu pro vás ještě něco udělat ?
?request(good_for_meal),?request(good_for_meal),"Chcete najít restauraci vhodnou pro snídani , brunch , oběd nebo večeři ?","Chcete najít restauraci vhodnou pro snídani , brunch , oběd nebo večeři ?"
?request(price_range),?request(price_range),V jaké cenové skupině hledáte ?,V jaké cenové skupině hledáte ?
"inform(name='Café Kampus',type=restaurant)","inform(name=X-name,type=restaurant)",Doporučuji příjemnou restauraci Café Kampus,Doporučuji příjemnou restauraci X-name
?reqmore(),?reqmore(),Co máte na mysli ?,Co máte na mysli ?
goodbye(),goodbye(),Na shledanou .,Na shledanou .
goodbye(),goodbye(),Děkuji .,Děkuji .
?confirm(food=dont_care),?confirm(food=dont_care),Takže vám nezáleží na druhu jídla ?,Takže vám nezáleží na druhu jídla ?
"inform(name=BarBar,type=restaurant)","inform(name=X-name,type=restaurant)",Jméno restaurace je BarBar .,Jméno restaurace je X-name .
"inform(count=135,good_for_meal=breakfast,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,type=restaurant)",135 restaurací podává snídaně .,X-count restaurací podává X-good_for_meal .
?request(price_range),?request(price_range),Prosím uveďte cenovou kategorii .,Prosím uveďte cenovou kategorii .
inform_no_match(area='Malá Strana'),inform_no_match(area=X-area),Bohužel na Malé Straně nejsou žádné restaurace .,Bohužel na X-area nejsou žádné restaurace .
?request(near),?request(near),Poblíž čeho to je ?,Poblíž čeho to je ?
?request(good_for_meal),?request(good_for_meal),"Chtěli byste radši snídani , brunch , oběd , nebo večeři ?","Chtěli byste radši snídani , brunch , oběd , nebo večeři ?"
"inform(count=77,kids_allowed=no,price_range=moderate,type=restaurant)","inform(count=X-count,kids_allowed=no,price_range=X-price_range,type=restaurant)","Vím o 77 restauracích s přijatelnými cenami , které nejsou přístupné dětem .","Vím o X-count restauracích s X-price_range cenami , které nejsou přístupné dětem ."
goodbye(),goodbye(),"Děkuji Vám , na shledanou","Děkuji Vám , na shledanou"
"inform(address='Žatecká 23',kids_allowed=no,name=BarBar,phone=253097360,postcode='117 00')","inform(address=X-address,kids_allowed=no,name=X-name,phone=X-phone,postcode=X-postcode)","BarBar nepovoluje vstup s dětmi , adresa je Žatecká 23 , telefonní číslo je 253097360 a poštovní směrovací číslo je 117 00 .","X-name nepovoluje vstup s dětmi , adresa je X-address , telefonní číslo je X-phone a poštovní směrovací číslo je X-postcode ."
"inform(name='Café Savoy',type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace se jmenuje Kavárna Savoy,Restaurace se jmenuje X-name
"inform(food=American,name=BarBar)","inform(food=X-food,name=X-name)",Restaurace BarBar nabízí hlavně americká jídla .,Restaurace X-name nabízí hlavně X-food jídla .
goodbye(),goodbye(),Nemáte zač . Bylo mi potěšením .,Nemáte zač . Bylo mi potěšením .
"inform(name='Green Spirit',type=restaurant)","inform(name=X-name,type=restaurant)",Je tu restaurace jménem Green Spirit,Je tu restaurace jménem X-name
goodbye(),goodbye(),Děkuji za zavolání . Na shledanou .,Děkuji za zavolání . Na shledanou .
"inform(kids_allowed=yes,name='Café Savoy')","inform(kids_allowed=yes,name=X-name)",Restaurace Café Savoy je vhodná pro návštěvu s dětmi .,Restaurace X-name je vhodná pro návštěvu s dětmi .
"inform(good_for_meal=dinner,kids_allowed=no,name='Švejk Restaurant',near='Old Town Square')","inform(good_for_meal=X-good_for_meal,kids_allowed=no,name=X-name,near=X-near)",Restauraci Švejk najdeme poblíž Staroměstského náměstí . Je vhodná pro děti a dělají zde dobré večeře .,X-name najdeme poblíž X-near . Je vhodná pro děti a dělají zde dobré X-good_for_meal .
"inform(name=BarBar,phone=254468770,price='between 50 and 100 Kč')","inform(name=X-name,phone=X-phone,price=X-price)",Ceny BarBaru se pohybují mezi 50 a 100 Kč . Telefonní číslo je 254468770 .,Ceny X-name se pohybují X-price . Telefonní číslo je X-phone .
goodbye(),goodbye(),Nemáte zač . Bylo mi potěšením .,Nemáte zač . Bylo mi potěšením .
"inform(name='U Tučňáků',type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace U Tučňáků je pěkná .,Restaurace X-name je pěkná .
?reqmore(),?reqmore(),Jak vám ještě mohu pomoci ?,Jak vám ještě mohu pomoci ?
"inform(food=French,name=Ferdinanda)","inform(food=X-food,name=X-name)","Je tu francouzská restaurace jménem Ferdinanda , která by vám mohla zaujmout .","Je tu X-food restaurace jménem X-name , která by vám mohla zaujmout ."
